id,use_case,size,prompt,expected_output_schema
INV-L-003,invoice_parsing,L,"You are a data extraction API. Extract all key information from the following invoice and return it as JSON.

---

VENDOR:
Solvera IT Consultancy BV
Bergweg 55, 3037 EG Rotterdam, Netherlands
KVK: 68412390 | VAT: NL868412390B01
Contact: Marc Prins, m.prins@solvera.nl, +31 10 412 8800
Bank: ING | IBAN NL29INGB0123456789 | BIC INGBNL2A

BUYER:
Marengo Pharma BV
Science Park 402, 1098 XH Amsterdam, Netherlands
VAT: NL003981245B01
Contact: Fatima El-Amin, f.elamin@marengopharma.nl
PO Reference: SOW-MPH-2026-04

INVOICE DETAILS:
Invoice Number: SOL-2026-0221
Invoice Date: 2026-03-31
Due Date: 2026-04-30
Payment Terms: 30 days net
Currency: EUR

LINE ITEMS:
SKU SOL-ASSESS-001 | Cloud migration assessment (AWS→Azure) — 32 hrs | Category: Consulting | Qty 32 | Unit EUR 145.00 | Discount 0% | VAT 21% | Line total EUR 4,640.00
SKU SOL-DESIGN-001 | Azure landing zone design — 28 hrs | Category: Architecture | Qty 28 | Unit EUR 145.00 | Discount 0% | VAT 21% | Line total EUR 4,060.00
SKU SOL-POC-001 | PoC deployment — ARM templates, CI/CD, monitoring — 40 hrs | Category: Engineering | Qty 40 | Unit EUR 145.00 | Discount 0% | VAT 21% | Line total EUR 5,800.00
SKU SOL-WS-001 | Stakeholder workshops — 2 sessions x 3 hrs | Category: Facilitation | Qty 6 | Unit EUR 160.00 | Discount 0% | VAT 21% | Line total EUR 960.00
SKU SOL-DOC-001 | Technical documentation — ADRs, runbooks — 16 hrs | Category: Documentation | Qty 16 | Unit EUR 130.00 | Discount 0% | VAT 21% | Line total EUR 2,080.00
SKU SOL-TRAVEL-001 | Travel expenses — 2 on-site visits Amsterdam | Category: Expenses | Qty 1 | Unit EUR 186.00 | Discount 0% | VAT 0% | Line total EUR 186.00

FINANCIALS:
Subtotal: EUR 17,726.00
Discount total: EUR 0.00
Tax total (VAT 21% on services): EUR 3,680.46
Total Amount Due: EUR 21,406.46
Payment Status: Unpaid

NOTES:
All work performed under SOW MPH-2026-04 signed 2026-02-28. Time logs available on request. Architecture Decision Records stored in client's Azure DevOps wiki. Next phase (migration execution) subject to separate SOW. Expenses claimed per actual receipts attached.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""vendor"": {""name"": ""string"", ""address"": ""string"", ""vat_number"": ""string"", ""contact_email"": ""string""}, ""buyer"": {""name"": ""string"", ""address"": ""string"", ""purchase_order_number"": ""string""}, ""invoice_number"": ""string"", ""invoice_date"": ""string"", ""due_date"": ""string"", ""payment_terms"": ""string"", ""currency"": ""string"", ""line_items"": [{""sku"": ""string"", ""description"": ""string"", ""quantity"": ""number"", ""unit_price"": ""number"", ""discount_percent"": ""number"", ""tax_rate"": ""number"", ""total"": ""number""}], ""subtotal"": ""number"", ""discount_total"": ""number"", ""tax_total"": ""number"", ""total_amount"": ""number"", ""payment_status"": ""string"", ""notes"": ""string""}"
INV-L-004,invoice_parsing,L,"You are a data extraction API. Extract all key information from the following invoice and return it as JSON.

---

VENDOR:
Groenhart Facility Services BV
Industrieweg 88, 5301 KA Zaltbommel, Netherlands
KVK: 55678901 | VAT: NL004567123B01
Contact: Bianca Smeets, b.smeets@groenhart.nl, +31 418 612 400
Bank: Triodos | IBAN NL08TRIO0123456789 | BIC TRIONL2U

BUYER:
Deltacore Offices BV
Beatrixlaan 20, 2595 AL Den Haag, Netherlands
VAT: NL002345678B01
Contact: Jan-Willem Kok, jw.kok@deltacore.nl
Contract Reference: MC-2024-017

INVOICE DETAILS:
Invoice Number: GFS-2026-Q1-0034
Invoice Date: 2026-04-02
Due Date: 2026-05-02
Payment Terms: 30 days
Currency: EUR
Period: January – March 2026

LINE ITEMS:
SKU GFS-CLEAN-WK | Office cleaning 5d/week, 3 floors — 13 weeks | Category: Cleaning | Qty 13 | Unit EUR 620.00 | Discount 0% | VAT 21% | Line total EUR 8,060.00
SKU GFS-WINDOW-Q1 | Window cleaning external + internal, quarterly | Category: Cleaning | Qty 1 | Unit EUR 1,240.00 | Discount 0% | VAT 21% | Line total EUR 1,240.00
SKU GFS-SANITARY | Sanitary supplies — paper, soap, sanitiser | Category: Consumables | Qty 1 | Unit EUR 387.50 | Discount 0% | VAT 21% | Line total EUR 387.50
SKU GFS-HVAC-Q1 | HVAC filter replacement — 4 units scheduled | Category: Maintenance | Qty 4 | Unit EUR 140.00 | Discount 0% | VAT 21% | Line total EUR 560.00
SKU GFS-CALLOUT | Emergency call-out water leak 2026-02-14 | Category: Reactive | Qty 1 | Unit EUR 390.00 | Discount 0% | VAT 21% | Line total EUR 390.00
SKU GFS-PEST-Q1 | Pest control inspection — 2 quarterly visits | Category: Maintenance | Qty 2 | Unit EUR 110.00 | Discount 0% | VAT 21% | Line total EUR 220.00
SKU GFS-SHRED | Confidential document shredding — 8 runs | Category: Waste | Qty 8 | Unit EUR 33.00 | Discount 0% | VAT 21% | Line total EUR 264.00

FINANCIALS:
Subtotal: EUR 11,121.50
Discount total: EUR 0.00
Tax total (VAT 21%): EUR 2,335.52
Total Amount Due: EUR 13,457.02
Payment Status: Pending

NOTES:
All services delivered under maintenance contract MC-2024-017 effective 2024-06-01. Emergency call-out on 2026-02-14 responded within 2 hours per SLA. Q2 invoice to follow end of June. Waste manifests for shredding available on request. Client satisfaction survey sent 2026-04-03.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""vendor"": {""name"": ""string"", ""address"": ""string"", ""vat_number"": ""string"", ""contact_email"": ""string""}, ""buyer"": {""name"": ""string"", ""address"": ""string"", ""purchase_order_number"": ""string""}, ""invoice_number"": ""string"", ""invoice_date"": ""string"", ""due_date"": ""string"", ""payment_terms"": ""string"", ""currency"": ""string"", ""line_items"": [{""sku"": ""string"", ""description"": ""string"", ""quantity"": ""number"", ""unit_price"": ""number"", ""discount_percent"": ""number"", ""tax_rate"": ""number"", ""total"": ""number""}], ""subtotal"": ""number"", ""discount_total"": ""number"", ""tax_total"": ""number"", ""total_amount"": ""number"", ""payment_status"": ""string"", ""notes"": ""string""}"
RES-S-001,resume_parsing,S,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Name: Priya Nair
Email: priya.nair@email.com | Phone: +31 6 12345678
Title: Senior Data Analyst
Experience: 6 years in data analytics and business intelligence roles.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""current_title"": ""string"", ""years_of_experience"": ""number""}"
RES-S-002,resume_parsing,S,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Name: Thomas Bergmann
Email: t.bergmann@email.de | Phone: +49 89 456789
Current Role: Product Manager
Career: 9 years across SaaS product management in fintech and logistics sectors.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""current_title"": ""string"", ""years_of_experience"": ""number""}"
RES-S-003,resume_parsing,S,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Name: Aisha Okonkwo
Email: a.okonkwo@gmail.com | Phone: +44 7911 234567
Position: UX Designer
Background: 4 years designing mobile and web products for healthcare and retail clients.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""current_title"": ""string"", ""years_of_experience"": ""number""}"
RES-S-004,resume_parsing,S,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Name: Lucas Ferreira
Email: lucas.ferreira@outlook.com | Phone: +351 912 345 678
Role: DevOps Engineer
Experience: 7 years specialising in cloud infrastructure, CI/CD pipelines, and site reliability engineering.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""current_title"": ""string"", ""years_of_experience"": ""number""}"
RES-M-001,resume_parsing,M,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Priya Nair
priya.nair@email.com | +31 6 12345678 | Amsterdam, Netherlands
LinkedIn: linkedin.com/in/priyanair

Senior Data Analyst with 6 years of experience transforming complex datasets into actionable business insights.

Skills: Python, SQL, Tableau, Power BI, dbt, Snowflake, Excel, A/B testing, stakeholder communication

Education:
MSc Business Analytics — Rotterdam School of Management, Erasmus University, 2018
BSc Mathematics — University of Groningen, 2016

Work History:
Senior Data Analyst — ASOS Netherlands (2021–present): built revenue attribution model saving EUR 1.2M annually; led team of 3 junior analysts.
Data Analyst — Booking.com (2018–2021): developed churn prediction models; automated 14 weekly reports saving 20 hrs/week.

Languages: English (fluent), Dutch (B2), Hindi (native)

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""year"": ""number""}]}"
RES-M-002,resume_parsing,M,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Thomas Bergmann
t.bergmann@email.de | +49 89 456789 | Munich, Germany

Product Manager — 9 years in SaaS across fintech and logistics

Core Skills: Product roadmapping, OKR frameworks, agile/scrum, user research, Jira, Figma (handoff), SQL basics, stakeholder management, pricing strategy

Education:
MBA — WHU Otto Beisheim School of Management, 2015
BSc Business Information Systems — TU Munich, 2013

Experience:
Senior Product Manager — Netzlink GmbH (2020–present): owned payments product generating EUR 8M ARR; grew NPS from 31 to 58.
Product Manager — FleetLogix AG (2015–2020): launched 3 new modules; reduced time-to-market by 35%.

Certifications: Certified Product Manager (AIPMM), AWS Cloud Practitioner

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""year"": ""number""}]}"
RES-M-003,resume_parsing,M,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Aisha Okonkwo
a.okonkwo@gmail.com | +44 7911 234567 | London, UK

UX Designer specialising in mobile-first design for regulated industries — 4 years experience

Skills: Figma, Sketch, InVision, user research, usability testing, accessibility (WCAG 2.1), service design, prototyping, design systems

Education:
BA Graphic Design — Central Saint Martins, UAL, 2020
Foundation Art & Design — Leeds Arts University, 2017

Experience:
Mid UX Designer — Babylon Health (2022–present): redesigned GP appointment flow, reducing drop-off by 28%; member of core design system team.
Junior UX Designer — Marks & Spencer Digital (2020–2022): worked on self-checkout app; ran 40+ user research sessions.

Awards: D&AD New Blood commendation 2020

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""year"": ""number""}]}"
RES-M-004,resume_parsing,M,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Lucas Ferreira
lucas.ferreira@outlook.com | +351 912 345 678 | Lisbon, Portugal

DevOps / SRE Engineer — 7 years in cloud infrastructure and reliability

Technical Skills: AWS (EC2, EKS, RDS, S3, Lambda), Terraform, Kubernetes, Docker, GitHub Actions, ArgoCD, Prometheus, Grafana, Python, Bash, Linux, PostgreSQL

Education:
BSc Computer Science — Instituto Superior Técnico, Lisbon, 2017

Experience:
Senior DevOps Engineer — Feedzai (2021–present): reduced P1 incident MTTR from 47 min to 12 min; migrated 3 monoliths to microservices on EKS.
DevOps Engineer — Farfetch (2017–2021): built zero-downtime deployment pipeline handling 2M daily requests; led on-call rotation for 18 months.

Certifications: AWS Solutions Architect Professional, CKA (Kubernetes), HashiCorp Terraform Associate

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""year"": ""number""}]}"
RES-L-001,resume_parsing,L,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Priya Nair
priya.nair@email.com | +31 6 12345678 | Amsterdam, Netherlands
LinkedIn: linkedin.com/in/priyanair | Portfolio: priyanair.io

Senior Data Analyst | 6 Years Experience | Open to senior IC or team lead roles

PROFESSIONAL SUMMARY
Results-driven data analyst with a track record of delivering high-impact analytics solutions in e-commerce and travel. Expert in Python and SQL pipelines, self-serve BI tooling, and communicating findings to C-suite. Currently exploring opportunities in data engineering or analytics engineering.

CORE SKILLS
Technical: Python (pandas, scikit-learn, Great Expectations), SQL (advanced), dbt, Snowflake, BigQuery, Tableau, Power BI, Looker, Airflow, Git, Spark (basic)
Soft: Executive storytelling, cross-functional leadership, data literacy training, agile delivery

EDUCATION
MSc Business Analytics — Rotterdam School of Management, Erasmus University — 2018 — GPA 8.2/10
BSc Mathematics — University of Groningen — 2016 — Graduated with distinction

WORK EXPERIENCE
Senior Data Analyst — ASOS Netherlands — Amsterdam — Jan 2021 – present
- Architected multi-touch revenue attribution model; identified EUR 1.2M in misattributed spend
- Led A/B testing framework adoption across 4 product teams (6 analysts trained)
- Built Snowflake data vault for marketing data; reduced query costs 40%
- Line managed 3 junior analysts; ran bi-weekly 1:1s and quarterly reviews

Data Analyst — Booking.com — Amsterdam — Sep 2018 – Dec 2020
- Developed logistic regression churn model; retention team reduced churn by 8%
- Automated 14 recurring weekly reports saving 20 hours/week across business
- Presented monthly KPI review to VP Analytics and finance leadership

CERTIFICATIONS: dbt Certified Developer, Google Data Analytics Professional Certificate
LANGUAGES: English (fluent), Dutch (B2), Hindi (native)

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""linkedin_url"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""years_of_experience"": ""number"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""field"": ""string"", ""year"": ""number"", ""gpa"": ""string""}], ""work_experience"": [{""title"": ""string"", ""company"": ""string"", ""location"": ""string"", ""start_date"": ""string"", ""end_date"": ""string"", ""responsibilities"": [""string""]}], ""certifications"": [""string""], ""languages"": [""string""]}"
RES-L-002,resume_parsing,L,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Thomas Bergmann
t.bergmann@email.de | +49 89 456789 | Munich, Germany
LinkedIn: linkedin.com/in/thomas-bergmann-pm

Senior Product Manager | Fintech & Logistics SaaS | 9 Years

SUMMARY
Strategic product leader with a strong technical foundation and a history of scaling B2B SaaS products from EUR 2M to EUR 8M ARR. Comfortable from discovery through delivery; known for ruthless prioritisation and ability to align engineering, sales, and design around a shared outcome.

SKILLS
Product: Jobs-to-be-done, continuous discovery, OKR setting, outcome-based roadmaps, pricing & packaging, competitive analysis, user research, usability testing
Tools: Jira, Linear, Figma (handoff), Mixpanel, Amplitude, Pendo, Salesforce, SQL (intermediate)
Soft: Executive stakeholder management, remote team leadership, partner negotiation

EDUCATION
MBA — WHU Otto Beisheim School of Management — Vallendar — 2015 — Distinction
BSc Business Information Systems — Technische Universität München — 2013 — GPA 1.8

EXPERIENCE
Senior Product Manager — Netzlink GmbH — Munich — Mar 2020 – present
- Owned Payments product (EUR 8M ARR, 340 enterprise clients); grew NPS from 31 to 58 in 18 months
- Reduced time from discovery to GA by 6 weeks through continuous discovery cadence
- Negotiated 3 strategic API partnerships (Klarna, Stripe, Adyen) increasing ARPU 22%
- Managed 2 associate PMs; introduced structured product reviews and RFC process

Product Manager — FleetLogix AG — Hamburg — Aug 2015 – Feb 2020
- Launched Route Optimisation, Driver App, and Reporting modules; each reached break-even in under 12 months
- Reduced time-to-market by 35% via cross-functional squads and improved definition-of-ready
- Led EUR 1.4M BMBF-funded R&D project on predictive maintenance

CERTIFICATIONS: Certified Product Manager (AIPMM), AWS Cloud Practitioner, Pragmatic Marketing Level 5
LANGUAGES: German (native), English (fluent), Spanish (B1)

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""linkedin_url"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""years_of_experience"": ""number"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""field"": ""string"", ""year"": ""number"", ""gpa"": ""string""}], ""work_experience"": [{""title"": ""string"", ""company"": ""string"", ""location"": ""string"", ""start_date"": ""string"", ""end_date"": ""string"", ""responsibilities"": [""string""]}], ""certifications"": [""string""], ""languages"": [""string""]}"
RES-L-003,resume_parsing,L,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Aisha Okonkwo
a.okonkwo@gmail.com | +44 7911 234567 | London, United Kingdom
LinkedIn: linkedin.com/in/aishaokonkwo | Portfolio: aishaokonkwo.com

UX Designer | Healthcare & Retail | 4 Years

PROFESSIONAL SUMMARY
Human-centred designer passionate about accessibility and inclusive design in regulated industries. Experienced in running end-to-end research and design for complex transactional flows on mobile and web. Currently contributing to a cross-functional design system team.

SKILLS
Design: Figma, Sketch, InVision, Framer, Adobe XD, Lottie animations
Research: moderated usability testing, unmoderated testing (Maze, UserTesting), contextual inquiry, tree testing, card sorting, diary studies
Accessibility: WCAG 2.1 AA audit, screen reader testing (NVDA, VoiceOver), colour contrast compliance
Other: design tokens, component libraries, service design, Jobs-to-be-done, design critique facilitation

EDUCATION
BA Graphic Design — Central Saint Martins, UAL — London — 2020 — First Class Honours
Foundation Art & Design — Leeds Arts University — 2017

WORK EXPERIENCE
Mid UX Designer — Babylon Health — London — Jul 2022 – present
- Redesigned GP appointment booking flow: drop-off reduced 28%, completion time reduced 34%
- Core contributor to Babylon Design System (50+ components, 6 squads consuming)
- Ran 40+ moderated usability sessions and 3 large-scale unmoderated studies (n=200+)
- Mentored 1 junior designer; led monthly design critique sessions for 12-person team

Junior UX Designer — Marks & Spencer Digital — London — Sep 2020 – Jun 2022
- Designed self-checkout app feature for 300 UK stores; contributed to 12% uplift in checkout NPS
- Ran heuristic evaluations and accessibility audits on 4 legacy flows
- Collaborated with 3 engineering squads using dual-track agile

AWARDS & RECOGNITION: D&AD New Blood commendation 2020, Babylon Health Design Excellence Award 2023
LANGUAGES: English (native), Yoruba (conversational)

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""linkedin_url"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""years_of_experience"": ""number"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""field"": ""string"", ""year"": ""number"", ""gpa"": ""string""}], ""work_experience"": [{""title"": ""string"", ""company"": ""string"", ""location"": ""string"", ""start_date"": ""string"", ""end_date"": ""string"", ""responsibilities"": [""string""]}], ""certifications"": [""string""], ""languages"": [""string""]}"
RES-L-004,resume_parsing,L,"You are a resume parsing API. Extract all key information from the following CV and return it as JSON.

---

Lucas Ferreira
lucas.ferreira@outlook.com | +351 912 345 678 | Lisbon, Portugal
LinkedIn: linkedin.com/in/lucasferreira-devops | GitHub: github.com/lferreira-ops

Senior DevOps / SRE Engineer | Cloud Infrastructure | 7 Years

SUMMARY
Reliability-focused infrastructure engineer with deep expertise in AWS, Kubernetes, and platform engineering. Built and maintained systems handling millions of daily transactions in fintech and fashion e-commerce. Strong advocate for IaC, GitOps, and SLO-driven operations.

SKILLS
Cloud & Infra: AWS (EC2, EKS, RDS, S3, Lambda, CloudFront, WAF, VPC), GCP (basic), Azure (basic)
IaC & CI/CD: Terraform, Terragrunt, Pulumi (basic), GitHub Actions, ArgoCD, Flux, Jenkins
Containers: Kubernetes (CKA certified), Helm, Docker, containerd, Kustomize
Observability: Prometheus, Grafana, Loki, Tempo, OpenTelemetry, PagerDuty, Datadog
Languages: Python, Bash, Go (basic), SQL

EDUCATION
BSc Computer Science — Instituto Superior Técnico, University of Lisbon — 2017 — GPA 17/20

EXPERIENCE
Senior DevOps Engineer — Feedzai — Lisbon/Remote — Feb 2021 – present
- Reduced P1 incident MTTR from 47 min to 12 min through improved alerting and runbooks
- Migrated 3 monolithic Java services to microservices on EKS; zero customer-impacting downtime
- Built multi-account AWS landing zone with Terraform; 4 BUs onboarded in 3 months
- Defined and monitored SLOs for 12 production services; led quarterly reliability reviews

DevOps Engineer — Farfetch — Porto — Sep 2017 – Jan 2021
- Built blue-green deployment pipeline handling 2M+ daily requests across 190 countries
- Led on-call rotation for platform team (18 months); wrote post-mortems for 22 incidents
- Introduced Prometheus + Grafana stack; replaced 4 legacy monitoring tools
- Mentored 2 junior engineers in AWS and Kubernetes fundamentals

CERTIFICATIONS: AWS Solutions Architect Professional, CKA, HashiCorp Terraform Associate, AWS DevOps Engineer Professional
LANGUAGES: Portuguese (native), English (fluent), Spanish (conversational)

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""full_name"": ""string"", ""email"": ""string"", ""phone"": ""string"", ""location"": ""string"", ""linkedin_url"": ""string"", ""current_title"": ""string"", ""summary"": ""string"", ""years_of_experience"": ""number"", ""skills"": [""string""], ""education"": [{""degree"": ""string"", ""institution"": ""string"", ""field"": ""string"", ""year"": ""number"", ""gpa"": ""string""}], ""work_experience"": [{""title"": ""string"", ""company"": ""string"", ""location"": ""string"", ""start_date"": ""string"", ""end_date"": ""string"", ""responsibilities"": [""string""]}], ""certifications"": [""string""], ""languages"": [""string""]}"
SUM-S-001,summarization,S,"You are a document analysis API. Summarize the following document and return structured JSON.

---

The European Central Bank raised its key interest rate by 25 basis points at its June 2026 meeting, bringing the deposit facility rate to 3.75%. The decision was unanimous among the governing council. ECB President Christine Lagarde stated that inflation, while declining, remained above the 2% target at 2.6% and that the bank would remain data-dependent in future decisions. Markets had priced in a 70% probability of the hike ahead of the announcement. The euro strengthened 0.4% against the dollar following the statement.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""word_count"": ""number"", ""confidence"": ""number""}"
SUM-S-002,summarization,S,"You are a document analysis API. Summarize the following document and return structured JSON.

---

A new meta-analysis published in The Lancet examined 47 randomised controlled trials involving 62,000 participants and found that Mediterranean diet adherence was associated with a 19% reduction in all-cause mortality and a 24% reduction in cardiovascular events over 10-year follow-up periods. The authors noted that olive oil consumption and high vegetable variety were the strongest individual predictors of benefit. The study was funded by the European Research Council and declared no conflicts of interest.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""word_count"": ""number"", ""confidence"": ""number""}"
SUM-S-003,summarization,S,"You are a document analysis API. Summarize the following document and return structured JSON.

---

Amsterdam's municipal council approved a EUR 340 million urban mobility plan on Tuesday aimed at reducing private car use in the city centre by 40% by 2030. Key measures include expanding the tram network by 12 km, introducing congestion pricing on 8 arterial routes, converting 4,200 parking spaces to cycling infrastructure, and subsidising 18,000 e-bike purchases for low-income residents. The plan passed with a coalition majority of 31 votes to 14, with opposition from the VVD and CDA factions.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""word_count"": ""number"", ""confidence"": ""number""}"
SUM-S-004,summarization,S,"You are a document analysis API. Summarize the following document and return structured JSON.

---

Tesla reported Q1 2026 earnings below analyst expectations, with revenue of USD 21.3 billion against a consensus estimate of USD 23.1 billion. Vehicle deliveries totalled 336,000 units, down 8% year-on-year. CEO Elon Musk attributed the decline to planned factory upgrades at Gigafactory Texas and ongoing pricing pressure in the Chinese market from domestic competitors BYD and NIO. Net income fell 41% to USD 1.1 billion. Tesla shares dropped 6.2% in after-hours trading.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""word_count"": ""number"", ""confidence"": ""number""}"
SUM-M-001,summarization,M,"You are a document analysis API. Summarize the following document and return structured JSON.

---

The European Central Bank concluded its June 2026 policy meeting with a 25 basis point increase to the deposit facility rate, now standing at 3.75%. The decision was unanimous. In the post-meeting press conference, ECB President Christine Lagarde emphasised that the governing council was not pre-committing to any particular rate path and would remain strictly data-dependent. Eurozone headline inflation stood at 2.6% in May 2026, down from a peak of 10.6% in October 2022 but still above the 2% target. Core inflation, which excludes energy and food, was 2.9%. Lagarde highlighted that services inflation remained sticky at 3.8% and represented the council's primary concern. The bank revised its 2026 GDP growth forecast upward from 0.8% to 1.1%, citing resilient labour markets and recovering consumer spending in Germany and Spain. Financial markets had priced a 70% probability of the hike prior to the announcement. The euro rose 0.4% against the US dollar and 0.2% against the pound sterling immediately after the statement. Analysts at ING and Deutsche Bank indicated they now expect one further 25bp hike in September before the ECB pauses. Government bond yields in Germany and France ticked up 4–6 basis points across the curve. The bank's next scheduled meeting is 24 July 2026.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""word_count"": ""number"", ""confidence"": ""number"", ""source_type"": ""string""}"
SUM-M-002,summarization,M,"You are a document analysis API. Summarize the following document and return structured JSON.

---

A landmark meta-analysis published in The Lancet on 3 June 2026 pooled data from 47 randomised controlled trials involving 62,000 participants across 18 countries and found that adherence to a Mediterranean diet was associated with a 19% reduction in all-cause mortality and a 24% reduction in major cardiovascular events over median 10-year follow-up periods. The study, led by researchers at the University of Barcelona and University College London, used individual participant data rather than aggregate trial data, which the authors argue provides greater statistical precision. Olive oil consumption of more than 20ml per day and consumption of five or more distinct vegetable varieties per week were the strongest individual predictors of mortality benefit, independent of total caloric intake and physical activity levels. The analysis found no significant mortality benefit from fish consumption alone, contradicting some earlier smaller studies. Subgroup analysis showed that benefit was consistent across age groups, sexes, and baseline cardiovascular risk categories. The lead author cautioned that dietary interventions in trial settings often overestimate real-world benefits due to adherence decay and called for longer naturalistic cohort studies. The research was funded by the European Research Council and the Spanish Ministry of Health. Authors declared no conflicts of interest. The paper has already been cited 312 times since pre-publication release on medRxiv in April 2026.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""word_count"": ""number"", ""confidence"": ""number"", ""source_type"": ""string""}"
SUM-M-003,summarization,M,"You are a document analysis API. Summarize the following document and return structured JSON.

---

Amsterdam's city council passed a EUR 340 million urban mobility transformation plan by a vote of 31 to 14 on Tuesday 10 June 2026, with support from GroenLinks, D66, PvdA, and SP, and opposition from VVD, CDA, and JA21. The plan targets a 40% reduction in private vehicle trips within the A10 ring road by 2030, measured against 2024 baseline data. Key measures include: extension of tram lines 5 and 26 totalling 12 km of new track with 9 new stops, set to open in phases between 2027 and 2029; introduction of congestion pricing on 8 arterial routes with charges of EUR 2–5 per entry depending on time of day and vehicle emission category; conversion of 4,200 on-street parking spaces to protected cycling lanes and bike-sharing stations; and a targeted e-bike subsidy scheme offering EUR 1,500 per household for residents below 130% of the social minimum wage, expected to benefit 18,000 households. The plan is funded through a combination of national Mobility Fund grants (EUR 180M), municipal reserves (EUR 90M), and projected congestion pricing revenue (EUR 70M over 5 years). Implementation will be overseen by a newly formed Mobility Transition Office reporting directly to the alderman for traffic. Opposition councillors criticised the plan as insufficiently compensating outer-district residents who rely on cars for work.

---

Return ONLY valid JSON matching the schema. No explanation, no markdown, no extra keys.","{""summary"": ""string"", ""key_points"": [""string""], ""topics"": [""string""], ""word_count"": ""number"", ""confidence"": ""number"", ""source_type"": ""string""}"
